         50343999 function calls (50336476 primitive calls) in 552.551 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 table.py:204(Table)
        1    0.000    0.000    0.002    0.002 table.py:21(<module>)
        1    0.000    0.000    0.000    0.000 table.py:32(Cell)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.008    0.008 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        1    0.000    0.000    0.001    0.001 texmanager.py:29(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:48(TexManager)
        5    0.000    0.000    0.000    0.000 texmanager.py:96(<genexpr>)
        1    0.000    0.000    0.000    0.000 text.py:109(Text)
        3    0.000    0.000    0.000    0.000 text.py:1130(set_x)
        3    0.000    0.000    0.000    0.000 text.py:1141(set_y)
       19    0.000    0.000    0.000    0.000 text.py:1163(set_verticalalignment)
       31    0.000    0.000    0.000    0.000 text.py:1179(set_text)
       19    0.000    0.000    0.000    0.000 text.py:1231(set_usetex)
        1    0.000    0.000    0.000    0.000 text.py:1280(TextWithDash)
       19    0.000    0.000    0.001    0.000 text.py:131(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1682(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1766(_AnnotationBase)
       47    0.000    0.000    0.001    0.000 text.py:180(update)
        1    0.000    0.000    0.000    0.000 text.py:1980(Annotation)
       19    0.000    0.000    0.000    0.000 text.py:246(set_rotation_mode)
        1    0.000    0.000    0.029    0.029 text.py:3(<module>)
        3    0.000    0.000    0.000    0.000 text.py:532(_update_clip_properties)
        3    0.000    0.000    0.000    0.000 text.py:539(set_clip_box)
       19    0.000    0.000    0.000    0.000 text.py:591(set_wrap)
       19    0.000    0.000    0.000    0.000 text.py:958(set_color)
       19    0.000    0.000    0.000    0.000 text.py:974(set_horizontalalignment)
        1    0.000    0.000    0.011    0.011 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:24(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:32(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:412(TextPath)
      134    0.000    0.000    0.003    0.000 textwrap.py:414(dedent)
        6    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       86    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
       92    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1134(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1164(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1166(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:739(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:758(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1043(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1059(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1124(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1144(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1169(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1283(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1399(Locator)
        2    0.000    0.000    0.000    0.000 ticker.py:1454(view_limits)
        1    0.000    0.000    0.000    0.000 ticker.py:1498(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1527(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1571(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1591(LinearLocator)
        1    0.000    0.000    0.005    0.005 ticker.py:165(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1669(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1711(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:1810(MaxNLocator)
       16    0.000    0.000    0.002    0.000 ticker.py:1821(__init__)
       16    0.000    0.000    0.001    0.000 ticker.py:1870(_validate_steps)
       32    0.000    0.000    0.001    0.000 ticker.py:1889(_staircase)
       32    0.000    0.000    0.002    0.000 ticker.py:1897(set_params)
        1    0.000    0.000    0.000    0.000 ticker.py:2004(view_limits)
        1    0.000    0.000    0.000    0.000 ticker.py:205(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2057(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2256(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:231(TickHelper)
       68    0.000    0.000    0.000    0.000 ticker.py:234(set_axis)
        1    0.000    0.000    0.000    0.000 ticker.py:2429(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:252(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2521(AutoLocator)
       16    0.000    0.000    0.002    0.000 ticker.py:2527(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2541(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2604(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:305(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:327(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:338(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:371(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:391(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:410(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:431(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:481(ScalarFormatter)
       16    0.000    0.000    0.000    0.000 ticker.py:493(__init__)
       16    0.000    0.000    0.000    0.000 ticker.py:517(set_useOffset)
       16    0.000    0.000    0.000    0.000 ticker.py:541(set_useMathText)
        1    0.000    0.000    0.000    0.000 ticker.py:808(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.001    0.001    0.001    0.001 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:339(_get_normal_name)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
       22    0.000    0.000    0.003    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       66    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       22    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       88    0.000    0.000    0.002    0.000 traceback.py:282(line)
       88    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
       22    0.000    0.000    0.003    0.000 traceback.py:318(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        4    0.000    0.000    0.000    0.000 transforms.py:1008(mutatedx)
        1    0.000    0.000    0.000    0.000 transforms.py:1019(TransformedBbox)
       22    0.000    0.000    0.000    0.000 transforms.py:1025(__init__)
        5    0.000    0.000    0.000    0.000 transforms.py:1056(get_points)
        1    0.000    0.000    0.000    0.000 transforms.py:1095(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(Transform)
      120    0.000    0.000    0.001    0.000 transforms.py:123(invalidate)
      100    0.000    0.000    0.001    0.000 transforms.py:1267(__add__)
       30    0.000    0.000    0.000    0.000 transforms.py:1291(_iter_break_from_left_to_right)
       40    0.000    0.000    0.000    0.000 transforms.py:1304(depth)
        5    0.000    0.000    0.001    0.000 transforms.py:1318(contains_branch)
        5    0.000    0.000    0.001    0.000 transforms.py:1338(contains_branch_seperately)
  158/120    0.000    0.000    0.000    0.000 transforms.py:134(_invalidate_internal)
        5    0.000    0.000    0.000    0.000 transforms.py:1407(transform)
      169    0.000    0.000    0.000    0.000 transforms.py:161(set_children)
        1    0.000    0.000    0.000    0.000 transforms.py:1621(TransformWrapper)
        2    0.000    0.000    0.000    0.000 transforms.py:1637(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:1648(_init)
       10    0.000    0.000    0.000    0.000 transforms.py:1655(__eq__)
        4    0.000    0.000    0.000    0.000 transforms.py:1668(_set)
        2    0.000    0.000    0.000    0.000 transforms.py:1685(set)
       12    0.000    0.000    0.000    0.000 transforms.py:1705(_get_is_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1718(AffineBase)
      171    0.000    0.000    0.000    0.000 transforms.py:1725(__init__)
    26/25    0.000    0.000    0.000    0.000 transforms.py:1741(__eq__)
        7    0.000    0.000    0.000    0.000 transforms.py:1746(transform)
       10    0.000    0.000    0.000    0.000 transforms.py:1772(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1777(Affine2DBase)
        8    0.000    0.000    0.000    0.000 transforms.py:1802(_get_is_separable)
        7    0.000    0.000    0.000    0.000 transforms.py:1826(transform_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1865(Affine2D)
       47    0.000    0.000    0.000    0.000 transforms.py:1870(__init__)
       16    0.000    0.000    0.000    0.000 transforms.py:1908(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:1956(clear)
       29    0.000    0.000    0.000    0.000 transforms.py:1965(rotate)
       29    0.000    0.000    0.000    0.000 transforms.py:1981(rotate_deg)
       29    0.000    0.000    0.001    0.000 transforms.py:2001(rotate_deg_around)
       58    0.000    0.000    0.001    0.000 transforms.py:2013(translate)
       14    0.000    0.000    0.002    0.000 transforms.py:2027(scale)
        1    0.000    0.000    0.000    0.000 transforms.py:2084(IdentityTransform)
       41    0.000    0.000    0.000    0.000 transforms.py:2099(get_matrix)
        6    0.000    0.000    0.000    0.000 transforms.py:2103(transform)
        3    0.000    0.000    0.000    0.000 transforms.py:2123(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2131(BlendedGenericTransform)
        2    0.000    0.000    0.000    0.000 transforms.py:2144(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2253(BlendedAffine2D)
        6    0.000    0.000    0.000    0.000 transforms.py:2263(__init__)
       10    0.000    0.000    0.000    0.000 transforms.py:2292(__eq__)
       11    0.000    0.000    0.000    0.000 transforms.py:2313(get_matrix)
        8    0.000    0.000    0.000    0.000 transforms.py:2330(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2344(CompositeGenericTransform)
       90    0.000    0.000    0.000    0.000 transforms.py:2354(__init__)
     18/4    0.000    0.000    0.000    0.000 transforms.py:2385(_invalidate_internal)
    35/20    0.000    0.000    0.000    0.000 transforms.py:2400(__eq__)
    45/20    0.000    0.000    0.000    0.000 transforms.py:2407(_iter_break_from_left_to_right)
    30/10    0.000    0.000    0.000    0.000 transforms.py:2413(depth)
        4    0.000    0.000    0.000    0.000 transforms.py:2417(_get_is_affine)
        5    0.000    0.000    0.000    0.000 transforms.py:2433(transform_affine)
        5    0.000    0.000    0.000    0.000 transforms.py:2437(transform_non_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:244(BboxBase)
        5    0.000    0.000    0.000    0.000 transforms.py:2457(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2474(CompositeAffine2D)
      100    0.000    0.000    0.001    0.000 transforms.py:2536(composite_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2563(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2611(BboxTransformTo)
       31    0.000    0.000    0.000    0.000 transforms.py:2619(__init__)
        5    0.000    0.000    0.000    0.000 transforms.py:2639(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2654(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2675(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:268(frozen)
        1    0.000    0.000    0.000    0.000 transforms.py:2682(__init__)
        5    0.000    0.000    0.000    0.000 transforms.py:2698(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2715(ScaledTranslation)
        3    0.000    0.000    0.000    0.000 transforms.py:272(__array__)
       13    0.000    0.000    0.000    0.000 transforms.py:2720(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2747(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2821(TransformedPatchPath)
       12    0.000    0.000    0.001    0.000 transforms.py:2861(nonsingular)
        1    0.000    0.000    0.003    0.003 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:327(p1)
        3    0.000    0.000    0.000    0.000 transforms.py:336(xmin)
        3    0.000    0.000    0.000    0.000 transforms.py:343(ymin)
        3    0.000    0.000    0.000    0.000 transforms.py:350(xmax)
        3    0.000    0.000    0.000    0.000 transforms.py:357(ymax)
       11    0.000    0.000    0.000    0.000 transforms.py:378(intervalx)
        8    0.000    0.000    0.000    0.000 transforms.py:386(intervaly)
        3    0.000    0.000    0.000    0.000 transforms.py:395(width)
        3    0.000    0.000    0.000    0.000 transforms.py:404(height)
        6    0.000    0.000    0.000    0.000 transforms.py:422(bounds)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
        3    0.000    0.000    0.000    0.000 transforms.py:726(union)
        3    0.000    0.000    0.000    0.000 transforms.py:733(<listcomp>)
        3    0.000    0.000    0.000    0.000 transforms.py:734(<listcomp>)
        3    0.000    0.000    0.000    0.000 transforms.py:735(<listcomp>)
        3    0.000    0.000    0.000    0.000 transforms.py:736(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:752(Bbox)
       57    0.000    0.000    0.001    0.000 transforms.py:757(__init__)
       20    0.000    0.000    0.000    0.000 transforms.py:793(unit)
        2    0.000    0.000    0.000    0.000 transforms.py:801(null)
        1    0.000    0.000    0.000    0.000 transforms.py:809(from_bounds)
       31    0.000    0.000    0.001    0.000 transforms.py:819(from_extents)
      350    0.000    0.000    0.000    0.000 transforms.py:83(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:841(ignore)
        5    0.000    0.000    0.000    0.000 transforms.py:855(update_from_path)
        5    0.000    0.000    0.000    0.000 transforms.py:891(update_from_data_xy)
        1    0.000    0.000    0.000    0.000 transforms.py:942(p1)
        6    0.000    0.000    0.000    0.000 transforms.py:947(intervalx)
        3    0.000    0.000    0.000    0.000 transforms.py:952(intervaly)
        5    0.000    0.000    0.000    0.000 transforms.py:969(minposx)
        4    0.000    0.000    0.000    0.000 transforms.py:973(minposy)
       46    0.000    0.000    0.000    0.000 transforms.py:977(get_points)
        1    0.000    0.000    0.000    0.000 transforms.py:985(set_points)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:7(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:25(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1012(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1080(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1089(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1173(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1231(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:16(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:237(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:293(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:594(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:10(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:10(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:140(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tydoc.py:182(Renderer)
        1    0.000    0.000    0.000    0.000 tydoc.py:213(HTMLRenderer)
        1    0.000    0.000    0.000    0.000 tydoc.py:236(LatexRenderer)
        1    0.000    0.000    0.000    0.000 tydoc.py:265(MarkdownRenderer)
        1    0.000    0.000    0.000    0.000 tydoc.py:347(TyTag)
        1    0.000    0.000    0.000    0.000 tydoc.py:423(EmbeddedImageTag)
        1    0.000    0.000    0.000    0.000 tydoc.py:446(tydoc)
        1    0.000    0.000    0.000    0.000 tydoc.py:611(X_TOC)
        1    0.000    0.000    0.000    0.000 tydoc.py:639(tytable)
        1    0.000    0.000    0.000    0.000 tydoc.py:65(<module>)
        1    0.000    0.000    0.066    0.066 type_check.py:3(<module>)
       73    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 tz.py:1020(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1140(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:121(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1237(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1454(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1459(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1771(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:189(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:361(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:858(tzrange)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
       57    0.000    0.000    0.000    0.000 units.py:117(is_numlike)
        1    0.000    0.000    0.000    0.000 units.py:132(Registry)
        1    0.000    0.000    0.000    0.000 units.py:136(__init__)
     12/6    0.000    0.000    0.000    0.000 units.py:140(get_converter)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        1    0.000    0.000    0.000    0.000 units.py:52(AxisInfo)
        4    0.000    0.000    0.000    0.000 units.py:58(__init__)
        1    0.000    0.000    0.000    0.000 units.py:87(ConversionInterface)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1212(_Dummy)
        1    0.000    0.000    0.000    0.000 utils.py:1816(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1923(suppress_warnings)
        1    0.000    0.000    0.016    0.016 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.000    0.000    0.005    0.005 utils.py:5(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        1    0.000    0.000    0.001    0.001 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:69(UUID)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        6    0.000    0.000    0.000    0.000 version.py:302(__init__)
        6    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        6    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        3    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        4    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
        6    0.000    0.000    0.000    0.000 warnings.py:154(simplefilter)
       10    0.000    0.000    0.000    0.000 warnings.py:170(_add_filter)
       32    0.000    0.000    0.000    0.000 warnings.py:442(__init__)
       32    0.000    0.000    0.000    0.000 warnings.py:463(__enter__)
       32    0.000    0.000    0.000    0.000 warnings.py:482(__exit__)
        4    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        4    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        7    0.000    0.000    0.000    0.000 weakref.py:44(__new__)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1085(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1234(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1325(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:134(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1440(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1669(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1890(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:23(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2380(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2451(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2538(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:256(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:2751(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:33(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:481(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:61(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:635(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:940(RadioButtons)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.pyqtSlot}
     1832    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x10544f6a8}
       29    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      502    0.001    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
   124/31    0.002    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       97    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      300    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     2062    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    53/50    0.116    0.002    0.118    0.002 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       51    0.004    0.000    0.004    0.000 {built-in method _imp.exec_dynamic}
      109    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
